tsid,dataset,lat,lon,archive_type,seasonality,value_6ka,uncertainty
PYT0IFU85C3,PSh-5159N.Risebrobakken.2011,71.3500,22.6333,temp12k,annual,0.3473,1.6900
PYT5QHZ4RLO,PSh-5159N.Risebrobakken.2011,71.3500,22.6333,temp12k,summerOnly,0.2286,
RvH2C2fgn19,PuertodeLosTornos.Penalba.1989,43.1500,356.5700,temp12k,winter+,-0.0245,9.0000
RH1ejnzYAyc,PuertodeLosTornos.Penalba.1989,43.1500,356.5700,temp12k,annual,-0.0504,4.4100
RlmsfwNxebj,PuertodeLosTornos.Penalba.1989,43.1500,356.5700,temp12k,summer+,-0.0763,4.0000
RpbgDFH9OsU,PupukeChironomid.VandenBos.2018,-36.7803,174.7662,temp12k,summerOnly,0.6556,1.9600
ReEnzeIOExA,PupukePollen.VandenBos.2018,-36.7800,174.7700,temp12k,annual,-0.5220,4.4100
RFp6BZOriow,PusciznaRekowianska.Obidowicz.1993,49.4800,19.8200,temp12k,winter+,-3.4740,9.0000
RvmcU2wvWXo,PusciznaRekowianska.Obidowicz.1993,49.4800,19.8200,temp12k,annual,-2.7050,4.4100
RtFeO54Q5Zm,PusciznaRekowianska.Obidowicz.1993,49.4800,19.8200,temp12k,summer+,-1.9360,4.0000
LPDbfac52bb,Qinghai.Hou.2016,36.8112,100.1370,temp12k,summerOnly,5.3951,4.4100
PYTIYA2IC5S,Qipisarqo.Frechette.2009,61.0000,312.2500,temp12k,summerOnly,3.5519,4.0000
PYT66RBVNK6,Quartz.Wooller.2012,64.2060,214.1860,temp12k,summerOnly,-0.1245,1.9600
M2Lfut6kmdqP,Queens.Moser.1990,64.1200,249.4300,temp12k,summer+,0.0438,4.0000
M2LdjjxzkgtP,Queens.Moser.1990,64.1200,249.4300,temp12k,winter+,0.4768,9.0000
M2Lha822fsjP,Queens.Moser.1990,64.1200,249.4300,temp12k,annual,0.1308,4.4100
M2Lk5f6jbluP,Radtke.Webb.1983,43.4000,271.9000,temp12k,summer+,0.1846,4.0000
M2Lq7umd2r5P,Radtke.Webb.1983,43.4000,271.9000,temp12k,winter+,0.1227,9.0000
M2Lbp57wnhkP,Radtke.Webb.1983,43.4000,271.9000,temp12k,annual,0.1714,4.4100
PYTD73YMWR3,Raigastvere.Seppa.2004,58.5800,26.6500,temp12k,annual,2.7615,4.4100
RjCNrwgxKC6,RaigastvereLake.Pirrus.1987,58.6000,26.6700,temp12k,winter+,5.1257,9.0000
RdbNEBCu3Ry,RaigastvereLake.Pirrus.1987,58.6000,26.6700,temp12k,annual,2.6008,4.4100
RjbcVRxqZO8,RaigastvereLake.Pirrus.1987,58.6000,26.6700,temp12k,summer+,0.0759,4.0000
PYTZOBOLJRG,rainbow.Clegg.2011,60.7167,209.2000,temp12k,summerOnly,0.6541,1.9600
PYT909ZJ7SN,Ranger.Brubaker.1983,67.1500,206.3500,temp12k,winter+,0.3133,9.0000
PYTW8HHSCX2,Ranger.Brubaker.1983,67.1500,206.3500,temp12k,summer+,2.8721,4.0000
RXEc3JaUSUk,Ranger.Brubaker.1983,67.1500,206.3500,temp12k,annual,1.5847,4.4100
M2LnhwqahwwP,Rapid.Fall.1994,42.7300,250.8100,temp12k,summer+,-2.1839,4.0000
M2Li3rwsbjdP,Rapid.Fall.1994,42.7300,250.8100,temp12k,winter+,-1.0893,9.0000
M2L6aaquiz9P,Rapid.Fall.1994,42.7300,250.8100,temp12k,annual,-1.3352,4.4100
T2L_RAPiD_12_1K_mgca_bulloides_SST_from_mgca_bulloides,RAPiD_12_1K.Thornalley.2010,62.0905,342.1803,temp12k,annual,-1.2685,3.6100
T2L_RAPiD_12_1K_d18o_bulloides_SST_from_d18o_bulloides,RAPiD_12_1K.Thornalley.2010,62.0905,342.1803,temp12k,annual,0.1176,4.4100
PYTM75R3NFI,Ratasjoen.Velle.2005,62.2700,9.8300,temp12k,summerOnly,0.9396,1.9600
WEBd5f320fe,RC12-10.Poore.2003,23.0000,264.4700,temp12k,winterOnly,1.6099,1.9600
T2L_RC24_08GC_mgca_ruber_SST_from_mgca_ruber,RC24_08GC.Arbuszewski.2013,-1.3366,348.1000,temp12k,annual,-0.1564,3.6100
T2L_RC24_08GC_d18o_ruber_SST_from_d18o_ruber,RC24_08GC.Arbuszewski.2013,-1.3366,348.1000,temp12k,annual,0.1096,4.4100
T2L_RC27_23_d18o_bulloides_SST_from_d18o_bulloides,RC27_23.Overpeck.1996,17.9930,57.5900,temp12k,annual,0.6038,4.4100
T2L_RC27_28_d18o_bulloides_SST_from_d18o_bulloides,RC27_28.Overpeck.1996,17.9030,57.5900,temp12k,annual,0.4527,4.4100
M2L4xdcrrehP,RedRock.Maher.1972,40.0800,254.4600,temp12k,summer+,-1.6994,4.0000
M2Lv9vzhhk5P,RedRock.Maher.1972,40.0800,254.4600,temp12k,winter+,-0.6439,9.0000
M2Lj3ejix02P,RedRock.Maher.1972,40.0800,254.4600,temp12k,annual,-1.1333,4.4100
PYTLC5FYZTA,Reiarsdalvatnet.Seppa.2009,58.3200,7.7800,temp12k,summerOnly,0.9616,4.0000
M2Lf0be4nu8P,Reidel.Almquist-Jacobson.1992,46.2100,264.7200,temp12k,summer+,-0.2485,4.0000
M2Lgdk78ontP,Reidel.Almquist-Jacobson.1992,46.2100,264.7200,temp12k,winter+,-2.2738,9.0000
M2Lgneiy358P,Reidel.Almquist-Jacobson.1992,46.2100,264.7200,temp12k,annual,-1.2178,4.4100
M2Lj2a34shzP,RiviereFeuilles2.Larouche.1981,58.2200,288.0500,temp12k,summer+,3.0430,4.0000
M2Lr8ym3fooP,RiviereFeuilles2.Larouche.1981,58.2200,288.0500,temp12k,winter+,-1.6430,9.0000
M2Lwxwvqju6P,RiviereFeuilles2.Larouche.1981,58.2200,288.0500,temp12k,annual,-0.4900,4.4100
RrXL5yQhooZ_SST_from_Mg0x2FCa,RR1313_23PC.MoffaSanchez.2019,-4.4939,145.6703,temp12k,annual,0.2067,
PYTH254O9NJ,Ruila.Seppa.2004,59.1700,24.4300,temp12k,annual,3.6083,4.4100
RV8BFRs2TZQ,Rukatunturi.Hicks.1985,66.1700,29.1500,temp12k,winter+,-2.2941,9.0000
Rk9wmJSBiX2,Rukatunturi.Hicks.1985,66.1700,29.1500,temp12k,annual,-2.2812,4.4100
RleHZuEebhb,Rukatunturi.Hicks.1985,66.1700,29.1500,temp12k,summer+,-2.2684,4.0000
PYTJ6FGBAO9,s53s52.KaislahtiTillman.2010,59.8917,255.7917,temp12k,summerOnly,0.1667,4.4100
GH401cbc9d,SacredLake.Loomis.2012,0.0800,37.5300,temp12k,annual,1.0880,4.4100
R4kI6sToaCE,SaegistalseePollen.Wick.2003,46.6800,7.9800,temp12k,winter+,0.4383,9.0000
R3Snc0P3mi3,SaegistalseePollen.Wick.2003,46.6800,7.9800,temp12k,annual,0.2887,4.4100
RqEIGInULco,SaegistalseePollen.Wick.2003,46.6800,7.9800,temp12k,summer+,0.1391,4.0000
M2L6jjg500gP,Saint-JeanOrleans.Richard.1981,46.9300,289.0700,temp12k,summer+,-0.4058,4.0000
M2Lemd7g470P,Saint-JeanOrleans.Richard.1981,46.9300,289.0700,temp12k,winter+,-1.4987,9.0000
M2LyqddixcyP,Saint-JeanOrleans.Richard.1981,46.9300,289.0700,temp12k,annual,-0.8160,4.4100
M2Ltt67sy8bP,SaintCalixte.Larouche.NA,45.9600,286.1300,temp12k,summer+,0.8268,4.0000
M2LsdjhmhltP,SaintCalixte.Larouche.NA,45.9600,286.1300,temp12k,winter+,-0.0777,9.0000
M2Luwan852aP,SaintCalixte.Larouche.NA,45.9600,286.1300,temp12k,annual,0.4599,4.4100
RvBCUo47OXO,SaintThomas.Voeltzel.1987,47.2700,358.2500,temp12k,winter+,1.1027,9.0000
RxUtcuAADeo,SaintThomas.Voeltzel.1987,47.2700,358.2500,temp12k,annual,1.8062,4.4100
R6hvF3KYsDS,SaintThomas.Voeltzel.1987,47.2700,358.2500,temp12k,summer+,2.5097,4.0000
RzBLHVIWGFZ,SaintViaudContin.Bernard.1996,47.2700,357.9800,temp12k,winter+,-0.4502,9.0000
R4rQaKneurq,SaintViaudContin.Bernard.1996,47.2700,357.9800,temp12k,annual,2.0677,4.4100
R2Lt2HhYud5,SaintViaudContin.Bernard.1996,47.2700,357.9800,temp12k,summer+,4.5855,4.0000
RhcdDYg86PD,SchwarzseeobSoelden.Ilyashuk.2011,46.9700,10.9500,temp12k,summerOnly,-0.3113,1.9600
RrSSENwU17n,SchwarzseeReschenscheideck.Welten.1982,46.8700,10.4800,temp12k,winter+,0.4946,9.0000
RJ7e97qSKPK,SchwarzseeReschenscheideck.Welten.1982,46.8700,10.4800,temp12k,annual,0.5116,4.4100
Rjf3He8jPwh,SchwarzseeReschenscheideck.Welten.1982,46.8700,10.4800,temp12k,summer+,0.5287,4.0000
R70zKk7ZGum,ScreamingLynxLake.Clegg.2011,66.0667,214.6000,temp12k,summerOnly,-0.0966,1.9600
Rv85dcUllsQ,SecretLake.Lasher.2017,76.5800,291.3400,temp12k,summerOnly,3.5435,4.4100
WEBe35a67a8,Sharkey.Shuman.2016,44.5900,266.5900,temp12k,summer+,0.4428,4.0000
WEBfb9ada34,Sharkey.Shuman.2016,44.5900,266.5900,temp12k,winter+,0.1866,9.0000
WEB81ce5808,Sharkey.Shuman.2016,44.5900,266.5900,temp12k,annual,0.5361,4.4100
LPD575ea390,SihailongwanMaar.Stebich.2015,42.2800,126.6000,temp12k,summerOnly,4.8014,4.0000
M2LtzimrmumP,Sixteen.Futyma.1986,45.6000,275.6800,temp12k,summer+,-0.1576,4.0000
M2L86od0qqfP,Sixteen.Futyma.1986,45.6000,275.6800,temp12k,winter+,0.7265,9.0000
M2L2xbh2w6zP,Sixteen.Futyma.1986,45.6000,275.6800,temp12k,annual,0.2250,4.4100
PYTTYZNWOYL,sjuuodjijaure.Rosen.2001,67.3700,18.0700,temp12k,summerOnly,1.1459,4.0000
PYTN99W834C,sjuuodjijaure.Rosen.2001,67.3700,18.0700,temp12k,summerOnly,0.7928,1.9600
PYT4HOSEYKO,sjuuodjijaure.Rosen.2001,67.3700,18.0700,temp12k,summerOnly,1.4148,1.2100
T2L_SK237_GC04_mgca_ruber_SST_from_mgca_ruber,SK237_GC04.Saraswat.2013,10.9775,74.9993,temp12k,annual,0.7430,3.6100
T2L_SK237_GC04_d18o_ruber_SST_from_d18o_ruber,SK237_GC04.Saraswat.2013,10.9775,74.9993,temp12k,annual,0.9251,4.4100
RMVQTZ65X71,Skrzetuszewskie.Litt.2001,52.5500,17.3600,temp12k,winter+,7.0774,9.0000
RYLGNrM0mIK,Skrzetuszewskie.Litt.2001,52.5500,17.3600,temp12k,annual,5.0192,4.4100
RUtYCcZRwZB,Skrzetuszewskie.Litt.2001,52.5500,17.3600,temp12k,summer+,2.9611,4.0000
RjJwyWX7Ask,Sluggan.Smith.1991,54.7800,353.7400,temp12k,winter+,-0.3936,9.0000
RNsd247y3UK,Sluggan.Smith.1991,54.7800,353.7400,temp12k,annual,-0.4918,4.4100
RexZkuuXg1A,Sluggan.Smith.1991,54.7800,353.7400,temp12k,summer+,-0.5900,4.0000
T2L_SO136_GC11_uk37_SST_from_uk37,SO136_GC11.Barrows.2007,-43.4400,167.8507,temp12k,annual,1.1038,2.8900
T2L_SO189_039KL_mgca_ruber_SST_from_mgca_ruber,SO189_039KL.Mohtadi.2014,-0.7900,99.9085,temp12k,annual,0.0552,3.6100
T2L_SO189_039KL_d18o_ruber_SST_from_d18o_ruber,SO189_039KL.Mohtadi.2014,-0.7900,99.9085,temp12k,annual,0.0728,4.4100
T2L_SO189_119KL_mgca_ruber_SST_from_mgca_ruber,SO189_119KL.Mohtadi.2014,3.5167,96.3167,temp12k,annual,0.0113,3.6100
T2L_SO189_119KL_d18o_ruber_SST_from_d18o_ruber,SO189_119KL.Mohtadi.2014,3.5167,96.3167,temp12k,annual,0.8342,4.4100
T2L_SO189_144KL_d18o_ruber_SST_from_d18o_ruber,SO189_144KL.Mohtadi.2014,1.1550,98.0660,temp12k,annual,0.2814,4.4100
T2L_SO42_74KL_tex86_SST_from_tex86,SO42_74KL.Huguet.2006,14.3210,57.3470,temp12k,annual,1.5158,8.4100
T2L_SO42_74KL_uk37_SST_from_uk37,SO42_74KL.Huguet.2006,14.3210,57.3470,temp12k,annual,-0.1749,2.8900
T2L_SO42_74KL_d18o_ruber_SST_from_d18o_ruber,SO42_74KL.Huguet.2006,14.3210,57.3470,temp12k,annual,0.5185,4.4100
Rm6U0TeZKat,SO42_74KL.Huguet.2006,14.3210,57.3470,temp12k,winter+,0.3138,1.9600
Rq6GES99dEo,SO42_74KL.Huguet.2006,14.3210,57.3470,temp12k,summer+,0.8865,1.6900
RRDZgNq0gYv,SO42_74KL.Huguet.2006,14.3210,57.3470,temp12k,annual,0.6001,1.6900
T2L_SO90_63KA_d18o_ruber_SST_from_d18o_ruber,SO90_63KA.Staubwasser.2003,24.6100,65.9820,temp12k,annual,0.3585,4.4100
R3mfDzogKdd,Sokli.Shala.2017,67.8100,29.2800,temp12k,summerOnly,-1.2601,1.9600
RZPRigavTYR,SouthAfricanRainfallZone.Chevalier.2015,-27.2415,28.5447,temp12k,annual,0.3930,4.4100
LPDbf7cf949,SouthernCalifornia.Ohlwein.2012,33.7689,243.3400,temp12k,summerOnly,0.3736,4.0000
PYTBSFC6CTW,Soylegrotta.Lauritzen.1999,66.6200,13.6800,temp12k,annual,0.0390,4.4100
PYTE4BGWG4T,Spaime.Hammarlund.2004,63.1200,12.3200,temp12k,summerOnly,0.9480,1.9600
WEB5c1c47dd,SprucePond.Shuman.2016,41.2400,285.8000,temp12k,summer+,0.5436,4.0000
WEBfc26d017,SprucePond.Shuman.2016,41.2400,285.8000,temp12k,winter+,0.4653,9.0000
WEB7576b2ac,SprucePond.Shuman.2016,41.2400,285.8000,temp12k,annual,0.7763,4.4100
T2L_SSDP_102_uk37_SST_from_uk37,SSDP_102.Kim.2004,34.9530,128.8810,temp12k,annual,-0.4862,2.8900
RSkOVUdjmEp,StaroselskyMoch.Novenko.2018,56.5800,32.9200,temp12k,winter+,4.1100,
RWzl4NCma8r,StaroselskyMoch.Novenko.2018,56.5800,32.9200,temp12k,summer+,0.8467,
RAftFZHtDFF,StaroselskyMoch.Novenko.2018,56.5800,32.9200,temp12k,annual,2.0179,4.4100
RdMYb0NYnMr,Stazersee.Heiri.2015,46.4962,9.8689,temp12k,summerOnly,0.3834,1.9600
WEBc195beb6,Steel.Shuman.2016,46.9700,265.3200,temp12k,summer+,2.3699,4.0000
WEB78de109e,Steel.Shuman.2016,46.9700,265.3200,temp12k,winter+,0.6876,9.0000
WEB9789c890,Steel.Shuman.2016,46.9700,265.3200,temp12k,annual,2.7137,4.4100
Ru90Iq5Epgy,StellaLake.Reinemann.2009,39.0050,245.6800,temp12k,summerOnly,-0.3373,1.9600
T2L_SU81_18_uk37_SST_from_uk37,SU81_18.Bard.2000,37.7670,349.8170,temp12k,annual,0.4820,2.8900
RnKIwwjevU5,SudobleLake.Elovicheva.1985,54.0300,28.1000,temp12k,winter+,1.5150,9.0000
RKnJTIhDMzv,SudobleLake.Elovicheva.1985,54.0300,28.1000,temp12k,annual,0.9193,4.4100
Ra2Ym2ZQjLK,SudobleLake.Elovicheva.1985,54.0300,28.1000,temp12k,summer+,0.3235,4.0000
WEB08ae101c,Sutherland.Shuman.2016,41.3900,285.8000,temp12k,summer+,0.4740,4.0000
WEBd9eb828a,Sutherland.Shuman.2016,41.3900,285.8000,temp12k,winter+,-0.8719,9.0000
WEBdfc3b3d1,Sutherland.Shuman.2016,41.3900,285.8000,temp12k,annual,0.0380,4.4100
T2L_SV04_uk37_SST_from_uk37,SV04.Rigual-Hernndez.2017,74.9570,13.8990,temp12k,annual,0.7298,2.8900
PYTC5120NTS,Svanavatnet.Bjune.2008,66.4400,14.0500,temp12k,winter+,1.2360,9.0000
WEBd214eb25,Svanavatnet.Bjune.2008,66.4400,14.0500,temp12k,summer+,1.8644,4.0000
RKGBoyglpjK,Svanavatnet.Bjune.2008,66.4400,14.0500,temp12k,annual,1.5502,4.4100
PYTF0TCBDSN,Svartvatnet-Norway.Seppa.2009,63.3500,9.5500,temp12k,summerOnly,1.5035,4.0000
ROLIF2bYUKe,Svartvatnet-Svalbard.Luoto.2018,76.8950,15.6760,temp12k,summerOnly,2.2503,1.9600
RLL7sC7ToiR,SwienskuhleDAHIII.Behre.1986,53.6700,8.7300,temp12k,winter+,-1.5513,
RLvTOvCOiO1,SwienskuhleDAHIII.Behre.1986,53.6700,8.7300,temp12k,annual,-0.8365,
RIp3Z76QSZU,SwienskuhleDAHIII.Behre.1986,53.6700,8.7300,temp12k,summer+,-0.1217,
RJScjIOuD1N,SwietokrzyskieLake.Makohonienko.1991,52.5400,17.6000,temp12k,winter+,5.8139,9.0000
RbBDRBGatdB,SwietokrzyskieLake.Makohonienko.1991,52.5400,17.6000,temp12k,annual,3.7238,4.4100
RSl6G5DrD4D,SwietokrzyskieLake.Makohonienko.1991,52.5400,17.6000,temp12k,summer+,1.6337,4.0000
RC2B0mY8ADP,Szymbark.Szczepanek.1989,49.6300,21.1000,temp12k,winter+,3.1380,9.0000
RPFV4gD5Gp5,Szymbark.Szczepanek.1989,49.6300,21.1000,temp12k,annual,1.3339,4.4100
RQiWIUs15zk,Szymbark.Szczepanek.1989,49.6300,21.1000,temp12k,summer+,-0.4702,4.0000
R1QDGHIH68w,TalkinTarn.Langdon.2004,54.9200,357.2900,temp12k,summerOnly,-0.5932,1.9600
NAm2kHydro255,TanaLake.Loomis.2015,12.0000,37.3000,temp12k,annual,6.8669,4.4100
WEB2f42be14,Tanganyika.Tierney.2008,-6.7200,29.8300,temp12k,annual,0.2727,4.4100
R3adlKbahdz,Tarnowiec.Harmata.1987,49.7000,21.6200,temp12k,winter+,2.3518,9.0000
RPgvdkQ2iJm,Tarnowiec.Harmata.1987,49.7000,21.6200,temp12k,annual,3.7865,4.4100
RkAjgi0iAKl,Tarnowiec.Harmata.1987,49.7000,21.6200,temp12k,summer+,5.2211,4.0000
RGDTw0z1ByL,TauldintreBrazi.Toth.2015,45.3964,22.9017,temp12k,summerOnly,-0.0934,1.9600
RFipONYZrE4,TaulMuced.Diaconu.2017,47.5739,24.5450,temp12k,summerOnly,0.2679,1.9600
RZHD2qbGw9D,Temje.Nazarova.2013,62.0500,129.4800,temp12k,summerOnly,0.5286,1.9600
R00MppLNlF5,TiancaiLake.Zhang.2017,26.6300,99.7200,temp12k,summerOnly,0.4346,1.9600
PYTHS3BFBJ9,Tiavatnet.Seppa.2009,63.0500,9.4200,temp12k,summerOnly,1.3692,4.0000
PYTUVY5YO9W,Tibetanus.Hammarlund.2002,68.3300,18.7000,temp12k,summerOnly,2.7326,4.0000
RiFf6Q0GKhT,Tigalmamine.Cheddadi.1998,32.9000,355.3500,temp12k,winter+,0.4222,9.0000
RiB0APxe8nT,Tigalmamine.Cheddadi.1998,32.9000,355.3500,temp12k,summer+,-0.2334,4.0000
RGoGCWU3ZCt,Tigalmamine.Cheddadi.1998,32.9000,355.3500,temp12k,annual,0.0944,4.4100
WEB1a9dec29,TK2.Porinchu.2019,66.3476,255.0543,temp12k,summerOnly,-0.6934,1.9600
WEB0b81d9ad,TN057-17.Nielsen.2004,-50.0000,6.0000,temp12k,summer+,-1.9659,1.2100
WEB655ed0a8,TN057-17.Nielsen.2004,-50.0000,6.0000,temp12k,winter+,-2.1453,
WEBc643c8dc,TN057-17.Nielsen.2004,-50.0000,6.0000,temp12k,annual,-2.0556,
PYT581AWKCZ,Tornetrask.Grudd.2002,68.0000,20.0000,temp12k,summerOnly,-0.2844,4.4100
RTOk5mcjdOx,Toskaljavri.Seppa.2002,69.2000,21.4700,temp12k,summerOnly,0.4671,1.9600
M2Lvr18g4z8P,TourbieredeLanorieHenri.Comtois.1982,45.9900,286.7000,temp12k,summer+,0.0463,4.0000
M2Ls7w55knhP,TourbieredeLanorieHenri.Comtois.1982,45.9900,286.7000,temp12k,winter+,-0.3510,9.0000
M2Lppfxxw0rP,TourbieredeLanorieHenri.Comtois.1982,45.9900,286.7000,temp12k,annual,-0.1187,4.4100
T2L_TR163_22_mgca_ruber_SST_from_mgca_ruber,TR163_22.Lea.2006,0.5150,267.6020,temp12k,annual,-0.3691,3.6100
T2L_TR163_22_uk37_SST_from_uk37,TR163_22.Lea.2006,0.5150,267.6020,temp12k,annual,0.0806,2.8900
T2L_TR163_22_d18o_ruber_SST_from_d18o_ruber,TR163_22.Lea.2006,0.5150,267.6020,temp12k,annual,0.7483,4.4100
PYTYAXHRPNM,Trehorningen.Antonsson.2007,58.5500,11.6000,temp12k,annual,1.9904,4.4100
PYTCTWLUCL5,Trettetjorn.Bjune.2005,60.7200,7.0000,temp12k,summerOnly,2.6174,4.0000
PYT7NHBFOF7,Troll28-03.Klitgard-Kristensen.2001,60.8667,3.7333,temp12k,summerOnly,0.0443,1.6900
PYTD948WIQW,Trout.Irvine.2012,68.8280,221.2500,temp12k,summerOnly,-0.3969,1.9600
PYTXW9IIYVO,Tsuolbmajavri.Korhola.2002,68.4100,22.0500,temp12k,summerOnly,0.2614,1.2100
PYTWINY5YP7,Tsuolbmajavri.Korhola.2002,68.4100,22.0500,temp12k,summerOnly,-0.1927,1.9600
PYTEQOAQT1K,Tsuolbmajavri.Korhola.2002,68.4100,22.0500,temp12k,summerOnly,0.8110,4.0000
LPDe6c52b99,TTR17_434G.Rodrigo-Gamiz.2014,36.2052,355.6878,temp12k,annual,0.6158,8.4100
LPD44c75538_SST_from_Uk37,TTR17_434G.Rodrigo-Gamiz.2014,36.2052,355.6878,temp12k,annual,0.9307,
RBCwBdRr3uN,Tumbulovaty.Kultti.2004,67.1200,59.5700,temp12k,summerOnly,1.3841,4.0000
LPD9cc3baf6,Turkana.Berke.2012,2.7125,36.5370,temp12k,annual,-0.5909,4.4100
PYTXRLAM6GY,UpperFly.Bunbury.2009,61.0700,221.9100,temp12k,summerOnly,1.0115,4.0000
RY7uUsK03D7,Valiranta.Kharinei.2015,67.3700,62.7500,temp12k,summerOnly,2.0344,4.0000
RjCYQmZsVIx,Van.VanZeist.1978,38.5000,43.0000,temp12k,winter+,1.8230,9.0000
RJ1PlcMDoUi,Van.VanZeist.1978,38.5000,43.0000,temp12k,annual,1.1284,4.4100
RCCp2vqrv7C,Van.VanZeist.1978,38.5000,43.0000,temp12k,summer+,0.4337,4.0000
RgdX8FLTmzV,Vernerovice.Peichlova.1979,50.6200,16.2000,temp12k,winter+,-5.8952,9.0000
Rype18ENY0T,Vernerovice.Peichlova.1979,50.6200,16.2000,temp12k,annual,-3.0673,4.4100
RTsFai0RqCP,Vernerovice.Peichlova.1979,50.6200,16.2000,temp12k,summer+,-0.2394,4.0000
RLDXb7gHylf,VestreOykjamyrtorn.EPD,59.8200,6.0000,temp12k,winter+,1.6662,9.0000
RtznZ64JsLy,VestreOykjamyrtorn.EPD,59.8200,6.0000,temp12k,annual,2.1211,4.4100
Rqqg8yf9kNR,VestreOykjamyrtorn.EPD,59.8200,6.0000,temp12k,summer+,2.5760,4.0000
RVvqTnCQTPj,VestreOykjamytjorn.Velle.2005,59.8200,6.0000,temp12k,summerOnly,0.6621,1.9600
WEB127ac992,Victoria.Berke.2012,-1.2317,33.1983,temp12k,annual,-0.3113,4.4100
T2L_VM12_107_mgca_ruber_SST_from_mgca_ruber,VM12_107.Schmidt.2012,11.3300,293.3700,temp12k,annual,-0.9603,3.6100
T2L_VM12_107_d18o_ruber_SST_from_d18o_ruber,VM12_107.Schmidt.2012,11.3300,293.3700,temp12k,annual,-0.7011,4.4100
T2L_VM21_30_mgca_ruber_SST_from_mgca_ruber,VM21_30.Koutavas.2003,-1.2170,270.3170,temp12k,annual,-0.6699,3.6100
T2L_VM21_30_mgca_sacculifer_SST_from_mgca_sacculifer,VM21_30.Koutavas.2003,-1.2170,270.3170,temp12k,annual,-0.4652,3.6100
T2L_VM21_30_uk37_SST_from_uk37,VM21_30.Koutavas.2003,-1.2170,270.3170,temp12k,annual,0.2036,2.8900
T2L_VM21_30_d18o_ruber_SST_from_d18o_ruber,VM21_30.Koutavas.2003,-1.2170,270.3170,temp12k,annual,0.1039,4.4100
T2L_VM21_30_d18o_sacculifer_SST_from_d18o_sacculifer,VM21_30.Koutavas.2003,-1.2170,270.3170,temp12k,annual,-0.3402,4.4100
T2L_VM28_122_mgca_ruber_SST_from_mgca_ruber,VM28_122.Schmidt.2004,11.9330,281.3170,temp12k,annual,-0.0504,3.6100
T2L_VM28_122_d18o_ruber_SST_from_d18o_ruber,VM28_122.Schmidt.2004,11.9330,281.3170,temp12k,annual,0.2167,4.4100
GHe913d7ac,Vostok.Vimeux.2002,-78.5000,108.0000,temp12k,annual,0.0578,4.4100
RuRSFTJPObx,VuolepNjakajaure.Heinrichs.2006,68.3300,18.7500,temp12k,summerOnly,-0.8121,1.9600
PYT5NNRROEV,vuoskkujavri.Bigler.2002,68.3300,19.1000,temp12k,summerOnly,0.5471,1.9600
PYTCDW3ELK3,vuoskkujavri.Bigler.2002,68.3300,19.1000,temp12k,summerOnly,1.7254,1.2100
PYT8K9SZXFO,vuoskkujavri.Bigler.2002,68.3300,19.1000,temp12k,winter+,0.5595,9.0000
WEB47072267,vuoskkujavri.Bigler.2002,68.3300,19.1000,temp12k,summer+,1.2301,4.0000
RT1Bytelilf,vuoskkujavri.Bigler.2002,68.3300,19.1000,temp12k,annual,0.8948,4.4100
RpShT6icGvp,Wachel3.Doerfler.1989,53.4400,8.8700,temp12k,winter+,-4.2755,9.0000
RxEPVgNeOJJ,Wachel3.Doerfler.1989,53.4400,8.8700,temp12k,annual,-2.6981,4.4100
R7fUjXXz6iN,Wachel3.Doerfler.1989,53.4400,8.8700,temp12k,summer+,-1.1207,4.0000
RSxYsJ99Tfh,WachseldornUntermoos.Oeschger.1980,46.8200,7.7400,temp12k,winter+,-0.0514,9.0000
RJMuYNva9bv,WachseldornUntermoos.Oeschger.1980,46.8200,7.7400,temp12k,annual,0.1022,4.4100
RqNRfcM7fei,WachseldornUntermoos.Oeschger.1980,46.8200,7.7400,temp12k,summer+,0.2558,4.0000
WEBf4040255,WAISDivide.Cuffey.2016,-79.4676,247.9200,temp12k,annual,0.5773,4.4100
Rty5zp1fztI,Waxeckalm.Huettemann.1987,47.0300,11.8300,temp12k,winter+,-0.9888,9.0000
RGWemwytx8C,Waxeckalm.Huettemann.1987,47.0300,11.8300,temp12k,annual,-0.7277,4.4100
R7LeQoyUglX,Waxeckalm.Huettemann.1987,47.0300,11.8300,temp12k,summer+,-0.4666,4.0000
M2Luthn1956P,WestOkoboji.VanZant.1979,43.3300,264.8000,temp12k,summer+,-0.9366,4.0000
M2Lakoilg5dP,WestOkoboji.VanZant.1979,43.3300,264.8000,temp12k,winter+,-2.2672,9.0000
M2L89nzt2ckP,WestOkoboji.VanZant.1979,43.3300,264.8000,temp12k,annual,-1.5939,4.4100
WEB1f75199d,WhitePond.Krause.2019,34.1680,279.2233,temp12k,annual,-0.0982,4.4100
RtBrqt8sD6A,WilderSeebeimRuhestein.EPD,48.5700,8.2400,temp12k,winter+,1.4277,9.0000
RFVTO3m1qP4,WilderSeebeimRuhestein.EPD,48.5700,8.2400,temp12k,annual,1.7111,4.4100
RGAbzuFoTA4,WilderSeebeimRuhestein.EPD,48.5700,8.2400,temp12k,summer+,1.9946,4.0000
T2L_WIND28K_d18o_ruber_SST_from_d18o_ruber,WIND28K.Kiefer.2006,-10.1538,51.0128,temp12k,annual,-1.4365,4.4100
WEBf35d2722,Windy.Chase.2008,49.8133,242.1228,temp12k,summerOnly,0.9477,1.9600
